total_num_other_requests,total_num_write_requests,total_wait_cycles,total_num_read_requests,memory_system_cycles,total_rfm_cycles_rank3,total_rfm_cycles_rank1,total_rfm_cycles_rank2,total_rfm_cycles_rank0,total_rfm_cycles_rank3_1,total_rfm_cycles_rank1_1,total_rfm_cycles_rank2_1,total_rfm_cycles_rank0_1,avg_write_latency_0,write_depart_latency_0,avg_read_latency_0,read_queue_len_avg_0,row_hit_rate_0,write_queue_len_0,queue_len_0,num_other_reqs_0,num_write_reqs_0,read_latency_0,priority_queue_len_avg_0,row_hits_0,priority_queue_len_0,row_misses_0,row_conflicts_0,read_row_misses_0,queue_len_avg_0,read_row_conflicts_core_0,read_row_hits_0,write_queue_len_avg_0,read_row_conflicts_0,write_row_misses_0,write_row_conflicts_0,read_queue_len_0,write_row_hits_0,read_row_hits_core_0,read_row_misses_core_0,num_read_reqs_0,avg_write_latency_0_1,write_depart_latency_0_1,avg_read_latency_0_1,read_queue_len_avg_0_1,row_hit_rate_0_1,write_queue_len_0_1,queue_len_0_1,num_other_reqs_0_1,num_write_reqs_0_1,read_latency_0_1,priority_queue_len_avg_0_1,row_hits_0_1,priority_queue_len_0_1,row_misses_0_1,row_conflicts_0_1,read_row_misses_0_1,queue_len_avg_0_1,read_row_conflicts_core_0_1,read_row_hits_0_1,write_queue_len_avg_0_1,read_row_conflicts_0_1,write_row_misses_0_1,write_row_conflicts_0_1,read_queue_len_0_1,write_row_hits_0_1,read_row_hits_core_0_1,read_row_misses_core_0_1,num_read_reqs_0_1,trace,timing
0.0,7099.0,104.0,992901.0,7191351.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15896.4609,112848978.0,19.5104103,32.9800262,0.983169138,112887263.0,403760188.0,0.0,7099.0,291899415.0,0.0120966146,983118.0,86991.0,8608.0,8222.0,7763.0,56.1452484,0.0,977632.0,15.6976433,7473.0,845.0,749.0,237170937.0,5486.0,0.0,0.0,14961214.0,15872.1445,112676351.0,.,0.0,0.822457612,112730582.0,112765802.0,0.0,7099.0,0.0,0.00489754975,5823.0,35220.0,1114.0,143.0,0.0,15.6807528,0.0,0.0,15.6758566,0.0,1114.0,143.0,0.0,5823.0,0.0,0.0,0.0,625,DDR5_6400AN
0.0,196136.0,58622.0,803864.0,10997037.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,903.715393,177251113.0,11082.0293,32.9621086,0.354264319,171450199.0,583913128.0,0.0,196136.0,279646793532.0,0.02836564,336228.0,311938.0,92413.0,520447.0,70668.0,53.0973167,0.0,222020.0,15.5905809,460283.0,21745.0,60164.0,362485550.0,114208.0,0.0,0.0,25234259.0,824.110046,161637653.0,.,0.0,0.611996949,156978851.0,157177108.0,0.0,196136.0,0.0,0.0180282202,120023.0,198257.0,22414.0,53680.0,0.0,14.2926779,0.0,0.0,14.2746496,0.0,22414.0,53680.0,0.0,120023.0,0.0,0.0,0.0,bfs_road,DDR5_3200AN
0.0,196136.0,53354.0,803864.0,8067057.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,644.374512,126385044.0,11424.1846,32.938591,0.394290477,121934212.0,432793998.0,0.0,196136.0,199020449079.0,0.0280708317,374738.0,226449.0,70934.0,504739.0,49583.0,53.6495514,0.0,257409.0,15.1150799,447305.0,21351.0,57434.0,265717498.0,117329.0,0.0,0.0,17420977.0,592.480652,116206785.0,.,0.0,0.620363653,112152906.0,112306648.0,0.0,196136.0,0.0,0.019058004,121662.0,153742.0,18540.0,55912.0,0.0,13.9216385,0.0,0.0,13.9025803,0.0,18540.0,55912.0,0.0,121662.0,0.0,0.0,0.0,bfs_road,DDR5_4800AN
0.0,196136.0,59135.0,803864.0,6804336.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,530.835571,104115968.0,11801.3203,32.8929634,0.431100905,100153579.0,367556217.0,0.0,196136.0,165852466266.0,0.0280290395,409911.0,190719.0,57173.0,483763.0,35054.0,54.0179405,0.0,291009.0,14.7190819,428662.0,22119.0,55101.0,223814785.0,118902.0,0.0,0.0,14053721.0,489.791687,96065783.0,.,0.0,0.624723375,92226194.0,92360155.0,0.0,196136.0,0.0,0.019687593,122522.0,133961.0,16482.0,57118.0,0.0,13.57372,0.0,0.0,13.5540323,0.0,16482.0,57118.0,0.0,122522.0,0.0,0.0,0.0,bfs_road,DDR5_6400AN
0.0,7225.0,1233.0,992775.0,9052513.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17804.5938,128638182.0,18.8475456,32.9870567,0.919994771,128367835.0,488674310.0,0.0,7225.0,377187162.0,0.015490395,919946.0,140227.0,32214.0,47787.0,30599.0,53.9821701,0.0,917998.0,14.1803532,44146.0,1615.0,3641.0,298615758.0,1948.0,0.0,0.0,20012535.0,17770.166,128389456.0,.,0.0,0.332639188,128198238.0,128249713.0,0.0,7225.0,0.0,0.00568626635,2396.0,51475.0,2810.0,1997.0,0.0,14.167305,0.0,0.0,14.1616192,0.0,2810.0,1997.0,0.0,2396.0,0.0,0.0,0.0,620,DDR5_3200AN
0.0,7225.0,138.0,992775.0,7386526.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14597.0117,105463408.0,19.5294132,32.9834938,0.922587574,105306884.0,404647166.0,0.0,7225.0,304071078.0,0.0153712314,922535.0,113540.0,28606.0,48802.0,27171.0,54.7817955,0.0,920505.0,14.2566185,45067.0,1435.0,3735.0,243633429.0,2030.0,0.0,0.0,15569903.0,14563.1143,105218503.0,.,0.0,0.351111114,105088897.0,105133693.0,0.0,7225.0,0.0,0.00606455607,2528.0,44796.0,2669.0,2003.0,0.0,14.2331724,0.0,0.0,14.227107,0.0,2669.0,2003.0,0.0,2528.0,0.0,0.0,0.0,620,DDR5_4800AN
0.0,7225.0,125.0,992775.0,5989904.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11781.5811,85121922.0,21.5287113,32.9718933,0.928759873,84958880.0,336156700.0,0.0,7225.0,255020013.0,0.0152703617,928706.0,91468.0,22204.0,49032.0,20863.0,56.1205482,0.0,926660.0,14.1836796,45219.0,1341.0,3813.0,197498474.0,2046.0,0.0,0.0,11845577.0,11758.8672,84957816.0,.,0.0,0.362222224,84823811.0,84862946.0,0.0,7225.0,0.0,0.00653349375,2608.0,39135.0,2550.0,2042.0,0.0,14.1676636,0.0,0.0,14.16113,0.0,2550.0,2042.0,0.0,2608.0,0.0,0.0,0.0,620,DDR5_6400AN
0.0,315143.0,40315.0,684857.0,13209069.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,631.504456,199014202.0,2127.39502,32.9768562,0.860004961,197807907.0,676168596.0,0.0,315143.0,65778102094.0,0.0233170111,840531.0,307996.0,44411.0,92414.0,37295.0,51.189724,0.0,547443.0,14.9751587,77490.0,7116.0,14924.0,435593564.0,293088.0,0.0,0.0,30919554.0,594.808167,187449639.0,.,0.0,0.905184865,185914539.0,186184381.0,0.0,315143.0,0.0,0.0204285402,285250.0,269842.0,12658.0,17221.0,0.0,14.0951939,0.0,0.0,14.0747652,0.0,12658.0,17221.0,0.0,285250.0,0.0,0.0,0.0,bc_web,DDR5_3200AN
0.0,315143.0,24711.0,684857.0,10885375.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,501.184021,157944638.0,2236.27075,32.9709053,0.868411362,156830384.0,554336828.0,0.0,315143.0,55287401990.0,0.0235306546,848655.0,256140.0,37716.0,90879.0,30491.0,50.9249191,0.0,555705.0,14.4074392,75923.0,7225.0,14956.0,358900667.0,292950.0,0.0,0.0,24723037.0,476.22403,150078670.0,.,0.0,0.908063948,148626264.0,148854374.0,0.0,315143.0,0.0,0.0209556408,286160.0,228110.0,11599.0,17373.0,0.0,13.6747122,0.0,0.0,13.653758,0.0,11599.0,17373.0,0.0,286160.0,0.0,0.0,0.0,bc_web,DDR5_4800AN
0.0,315143.0,27977.0,684857.0,9593640.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,433.599884,136645970.0,2298.84155,32.9580536,0.876538754,135557268.0,488985372.0,0.0,315143.0,48915691615.0,0.0245229136,856381.0,235264.0,32393.0,88229.0,25333.0,50.9697456,0.0,563646.0,14.1299095,72906.0,7060.0,15323.0,316187727.0,292735.0,0.0,0.0,21278410.0,409.366333,129008938.0,.,0.0,0.90943712,127618587.0,127829259.0,0.0,315143.0,0.0,0.0219595488,286580.0,210672.0,10899.0,17639.0,0.0,13.3243752,0.0,0.0,13.3024149,0.0,10899.0,17639.0,0.0,286580.0,0.0,0.0,0.0,bc_web,DDR5_6400AN
