total_num_other_requests,total_num_write_requests,total_wait_cycles,total_num_read_requests,memory_system_cycles,total_rfm_cycles_rank1,total_rfm_cycles_rank0,avg_write_latency_0,write_depart_latency_0,avg_read_latency_0,read_queue_len_avg_0,row_hit_rate_0,write_queue_len_0,queue_len_0,num_other_reqs_0,num_write_reqs_0,read_latency_0,priority_queue_len_avg_0,row_hits_0,priority_queue_len_0,row_misses_0,row_conflicts_0,read_row_misses_0,queue_len_avg_0,read_row_conflicts_core_0,read_row_hits_0,write_queue_len_avg_0,read_row_conflicts_0,write_row_misses_0,write_row_conflicts_0,read_queue_len_0,write_row_hits_0,read_row_hits_core_0,read_row_misses_core_0,num_read_reqs_0,trace,timing,organization
0.0,196136.0,11.0,803864.0,13543626.0,0.0,0.0,1033.60938,202728022.0,NaN,0.0,0.602714598,197865660.0,198081594.0,0.0,196136.0,0.0,0.0159435887,118208.0,215934.0,34472.0,43446.0,0.0,14.6254482,0.0,0.0,14.6095047,0.0,34472.0,43446.0,0.0,118208.0,0.0,0.0,0.0,bfs_road,DDR5_6400AN_BL,DDR5_baseline2
0.0,196136.0,79.0,803864.0,9972935.0,0.0,0.0,741.739685,145481855.0,NaN,0.0,0.627147913,141345283.0,141506881.0,0.0,196136.0,0.0,0.0162036549,122995.0,161598.0,28059.0,45064.0,0.0,14.1890907,0.0,0.0,14.1728868,0.0,28059.0,45064.0,0.0,122995.0,0.0,0.0,0.0,bfs_road,DDR5_6400AN,DDR5_ideal
0.0,196136.0,107.0,803864.0,11515478.0,0.0,0.0,852.011963,167110229.0,NaN,0.0,0.555392385,162185715.0,162374866.0,0.0,196136.0,0.0,0.0164258052,108923.0,189151.0,21994.0,65202.0,0.0,14.1005754,0.0,0.0,14.0841494,0.0,21994.0,65202.0,0.0,108923.0,0.0,0.0,0.0,bfs_road,DDR5_6400AN,DDR5_baseline1
0.0,196136.0,47.0,803864.0,11227825.0,0.0,0.0,834.101562,163597348.0,NaN,0.0,0.570396483,159089461.0,159272276.0,0.0,196136.0,0.0,0.0162823163,111873.0,182815.0,20650.0,63609.0,0.0,14.1854963,0.0,0.0,14.1692142,0.0,20650.0,63609.0,0.0,111873.0,0.0,0.0,0.0,bfs_road,DDR5_6400AN,DDR5_design1
0.0,196136.0,107.0,803864.0,11515478.0,0.0,0.0,852.011963,167110229.0,NaN,0.0,0.555392385,162185715.0,162374866.0,0.0,196136.0,0.0,0.0164258052,108923.0,189151.0,21994.0,65202.0,0.0,14.1005754,0.0,0.0,14.0841494,0.0,21994.0,65202.0,0.0,108923.0,0.0,0.0,0.0,bfs_road,DDR5_6400AN,DDR5_design2
0.0,7225.0,0.0,992775.0,13355528.0,0.0,0.0,26517.5645,191589415.0,NaN,0.0,0.376614362,191461063.0,191513489.0,0.0,7225.0,0.0,0.00392541569,2712.0,52426.0,4100.0,389.0,0.0,14.3396416,0.0,0.0,14.3357162,0.0,4100.0,389.0,0.0,2712.0,0.0,0.0,0.0,620,DDR5_6400AN_BL,DDR5_baseline2
0.0,7225.0,0.0,992775.0,8872168.0,0.0,0.0,17635.4102,127415844.0,NaN,0.0,0.404861122,127281509.0,127328160.0,0.0,7225.0,0.0,0.00525812851,2915.0,46651.0,3922.0,363.0,0.0,14.3514147,0.0,0.0,14.3461571,0.0,3922.0,363.0,0.0,2915.0,0.0,0.0,0.0,620,DDR5_6400AN,DDR5_ideal
0.0,7225.0,0.0,992775.0,9023018.0,0.0,0.0,17930.0254,129544433.0,NaN,0.0,0.425416678,129414542.0,129461877.0,0.0,7225.0,0.0,0.00524602737,3063.0,47335.0,3486.0,651.0,0.0,14.3479576,0.0,0.0,14.3427114,0.0,3486.0,651.0,0.0,3063.0,0.0,0.0,0.0,620,DDR5_6400AN,DDR5_baseline1
0.0,7225.0,0.0,992775.0,9019773.0,0.0,0.0,17942.8027,129636753.0,NaN,0.0,0.433333337,129522982.0,129569224.0,0.0,7225.0,0.0,0.00512673659,3120.0,46242.0,3459.0,621.0,0.0,14.3650208,0.0,0.0,14.3598938,0.0,3459.0,621.0,0.0,3120.0,0.0,0.0,0.0,620,DDR5_6400AN,DDR5_design1
0.0,7225.0,0.0,992775.0,9023018.0,0.0,0.0,17930.0254,129544433.0,NaN,0.0,0.425416678,129414542.0,129461877.0,0.0,7225.0,0.0,0.00524602737,3063.0,47335.0,3486.0,651.0,0.0,14.3479576,0.0,0.0,14.3427114,0.0,3486.0,651.0,0.0,3063.0,0.0,0.0,0.0,620,DDR5_6400AN,DDR5_design2
0.0,315143.0,174.0,684857.0,16449922.0,0.0,0.0,774.036743,243932250.0,NaN,0.0,0.920820415,242612718.0,242887310.0,0.0,315143.0,0.0,0.0166926011,290168.0,274592.0,17060.0,7891.0,0.0,14.7652559,0.0,0.0,14.7485638,0.0,17060.0,7891.0,0.0,290168.0,0.0,0.0,0.0,bc_web,DDR5_6400AN_BL,DDR5_baseline2
