total_num_other_requests,total_num_write_requests,total_wait_cycles,total_num_read_requests,memory_system_cycles,total_rfm_cycles_rank1,total_rfm_cycles_rank0,avg_write_latency_0,write_depart_latency_0,avg_read_latency_0,read_queue_len_avg_0,row_hit_rate_0,write_queue_len_0,queue_len_0,num_other_reqs_0,num_write_reqs_0,read_latency_0,priority_queue_len_avg_0,row_hits_0,priority_queue_len_0,row_misses_0,row_conflicts_0,read_row_misses_0,queue_len_avg_0,read_row_conflicts_core_0,read_row_hits_0,write_queue_len_avg_0,read_row_conflicts_0,write_row_misses_0,write_row_conflicts_0,read_queue_len_0,write_row_hits_0,read_row_hits_core_0,read_row_misses_core_0,num_read_reqs_0,trace,timing,dw_tag
0.0,17208.0,0.0,982792.0,12377612.0,0.0,0.0,11558.5977,198900359.0,NaN,0.0,0.769593,198777528.0,198839042.0,0.0,17208.0,0.0,0.0049697794,13237.0,61514.0,782.0,3181.0,0.0,16.0644112,0.0,0.0,16.0594406,0.0,782.0,3181.0,0.0,13237.0,0.0,0.0,0.0,603,DDR5_6400AN,0
0.0,34416.0,0.0,982792.0,13409998.0,0.0,0.0,5724.25146,197005844.0,NaN,0.0,0.802558124,196756308.0,196841244.0,0.0,34416.0,0.0,0.00633378187,27608.0,84936.0,1066.0,5726.0,0.0,14.6786938,0.0,0.0,14.6723585,0.0,1066.0,5726.0,0.0,27608.0,0.0,0.0,0.0,603,DDR5_6400AN,1
0.0,11546.0,0.0,988454.0,9753523.0,0.0,0.0,13166.2861,152017929.0,NaN,0.0,0.796860099,162186077.0,162240845.0,0.0,11546.0,0.0,0.00561520178,9187.0,54768.0,2034.0,308.0,0.0,16.6340771,0.0,0.0,16.6284618,0.0,2034.0,308.0,0.0,9187.0,0.0,0.0,0.0,bfs_web,DDR5_6400AN,0
0.0,13716.0,0.0,988454.0,9780953.0,0.0,0.0,10394.4805,142570695.0,NaN,0.0,0.819620728,144939481.0,144998822.0,0.0,13716.0,0.0,0.00606699567,11237.0,59341.0,2142.0,331.0,0.0,14.8246107,0.0,0.0,14.8185444,0.0,2142.0,331.0,0.0,11237.0,0.0,0.0,0.0,bfs_web,DDR5_6400AN,1
0.0,2230.0,0.0,997770.0,8853854.0,0.0,0.0,53837.0195,120056553.0,NaN,0.0,0.926576555,123619379.0,123631524.0,0.0,2230.0,0.0,0.00137171906,2057.0,12145.0,163.0,0.0,0.0,13.963582,0.0,0.0,13.9622107,0.0,163.0,0.0,0.0,2057.0,0.0,0.0,0.0,638,DDR5_6400AN,0
0.0,4460.0,0.0,997770.0,8939752.0,0.0,0.0,25837.3828,115234729.0,NaN,0.0,0.936711729,120479336.0,120500049.0,0.0,4460.0,0.0,0.00231695455,4159.0,20713.0,281.0,0.0,0.0,13.4791269,0.0,0.0,13.4768095,0.0,281.0,0.0,0.0,4159.0,0.0,0.0,0.0,638,DDR5_6400AN,1
0.0,26629.0,0.0,973371.0,9280321.0,0.0,0.0,5034.92432,134074999.0,NaN,0.0,0.920326054,133975469.0,134024350.0,0.0,26629.0,0.0,0.005267167,24500.0,48881.0,1871.0,250.0,0.0,14.4417801,0.0,0.0,14.4365129,0.0,1871.0,250.0,0.0,24500.0,0.0,0.0,0.0,654,DDR5_6400AN,0
0.0,53258.0,0.0,973371.0,9919387.0,0.0,0.0,2965.03564,157911865.0,NaN,0.0,0.951296031,157793285.0,157852946.0,0.0,53258.0,0.0,0.00601458549,50647.0,59661.0,2124.0,469.0,0.0,15.913579,0.0,0.0,15.9075632,0.0,2124.0,469.0,0.0,50647.0,0.0,0.0,0.0,654,DDR5_6400AN,1
0.0,445.0,0.0,999555.0,8561323.0,0.0,0.0,318530.0,141745862.0,NaN,0.0,0.897619069,158934948.0,158938126.0,0.0,445.0,0.0,0.000371204311,377.0,3178.0,43.0,0.0,0.0,18.5646687,0.0,0.0,18.5642967,0.0,43.0,0.0,0.0,377.0,0.0,0.0,0.0,644,DDR5_6400AN,0
0.0,890.0,0.0,999555.0,8576311.0,0.0,0.0,165093.422,146933153.0,NaN,0.0,0.938636363,151655201.0,151658995.0,0.0,890.0,0.0,0.000442381337,826.0,3794.0,54.0,0.0,0.0,17.6834755,0.0,0.0,17.6830349,0.0,54.0,0.0,0.0,826.0,0.0,0.0,0.0,644,DDR5_6400AN,1
0.0,72935.0,0.0,927065.0,9021691.0,0.0,0.0,1898.6394,138477266.0,NaN,0.0,0.924067497,138202826.0,138313284.0,0.0,72935.0,0.0,0.0122436024,67383.0,110458.0,5525.0,12.0,0.0,15.331192,0.0,0.0,15.3189497,0.0,5525.0,12.0,0.0,67383.0,0.0,0.0,0.0,619,DDR5_6400AN,0
0.0,145870.0,0.0,927065.0,9903863.0,0.0,0.0,994.041809,145000878.0,NaN,0.0,0.959454298,144696357.0,144829218.0,0.0,145870.0,0.0,0.0134150684,139946.0,132861.0,5901.0,13.0,0.0,14.6235075,0.0,0.0,14.6100922,0.0,5901.0,13.0,0.0,139946.0,0.0,0.0,0.0,619,DDR5_6400AN,1
