total_num_other_requests,total_num_write_requests,total_wait_cycles,total_num_read_requests,memory_system_cycles,total_rfm_cycles_rank1,total_rfm_cycles_rank0,total_rfm_cycles_rank1_1,total_rfm_cycles_rank0_1,avg_write_latency_0,write_depart_latency_0,avg_read_latency_0,read_queue_len_avg_0,row_hit_rate_0,write_queue_len_0,queue_len_0,num_other_reqs_0,num_write_reqs_0,read_latency_0,priority_queue_len_avg_0,row_hits_0,priority_queue_len_0,row_misses_0,row_conflicts_0,read_row_misses_0,queue_len_avg_0,read_row_conflicts_core_0,read_row_hits_0,write_queue_len_avg_0,read_row_conflicts_0,write_row_misses_0,write_row_conflicts_0,read_queue_len_0,write_row_hits_0,read_row_hits_core_0,read_row_misses_core_0,num_read_reqs_0,avg_write_latency_0_1,write_depart_latency_0_1,avg_read_latency_0_1,read_queue_len_avg_0_1,row_hit_rate_0_1,write_queue_len_0_1,queue_len_0_1,num_other_reqs_0_1,num_write_reqs_0_1,read_latency_0_1,priority_queue_len_avg_0_1,row_hits_0_1,priority_queue_len_0_1,row_misses_0_1,row_conflicts_0_1,read_row_misses_0_1,queue_len_avg_0_1,read_row_conflicts_core_0_1,read_row_hits_0_1,write_queue_len_avg_0_1,read_row_conflicts_0_1,write_row_misses_0_1,write_row_conflicts_0_1,read_queue_len_0_1,write_row_hits_0_1,read_row_hits_core_0_1,read_row_misses_core_0_1,num_read_reqs_0_1,trace,timing,probability
0.0,11546.0,0.0,988465.0,10030105.0,0.0,0.0,0.0,0.0,13035.6143,150509204.0,1319.74097,32.9842148,0.557380438,162836915.0,547194220.0,0.0,11546.0,27403317094.0,0.0166605432,553316.0,167107.0,96518.0,342874.0,95949.0,54.5551872,0.0,544150.0,16.2348156,341083.0,569.0,1791.0,330835132.0,9166.0,0.0,0.0,20764163.0,12983.5264,149907795.0,.,0.0,0.796199918,162230740.0,162286208.0,0.0,11546.0,0.0,0.00553015154,9177.0,55468.0,2041.0,308.0,0.0,16.1799107,0.0,0.0,16.1743813,0.0,2041.0,308.0,0.0,9177.0,0.0,0.0,0.0,bfs_web,DDR5_6400AN,1e-05
0.0,2230.0,0.0,997777.0,9089594.0,0.0,0.0,0.0,0.0,55465.9336,123689032.0,19.0554676,32.9967155,0.920727253,126813046.0,480740008.0,0.0,2230.0,360009913.0,0.0134563763,920695.0,122313.0,22165.0,57105.0,22042.0,52.8890495,0.0,918635.0,13.9514532,57068.0,123.0,37.0,299926737.0,2060.0,0.0,0.0,18892737.0,55224.2656,123150116.0,.,0.0,0.928378403,126783494.0,126794863.0,0.0,2230.0,0.0,0.00125077099,2061.0,11369.0,159.0,0.0,0.0,13.9494534,0.0,0.0,13.9482021,0.0,159.0,0.0,0.0,2061.0,0.0,0.0,0.0,638,DDR5_6400AN,1e-05
0.0,26629.0,0.0,973382.0,9544936.0,0.0,0.0,0.0,0.0,5208.73633,138703442.0,19.6159782,32.9982529,0.876207829,138561966.0,506217635.0,0.0,26629.0,424755623.0,0.0135166962,876157.0,129016.0,35519.0,88266.0,33897.0,53.0352058,0.0,852299.0,14.5168047,87125.0,1622.0,1141.0,314966208.0,23858.0,0.0,0.0,21653553.0,5186.28857,138105678.0,.,0.0,0.919612348,138004948.0,138053713.0,0.0,26629.0,0.0,0.00510899164,24481.0,48765.0,1902.0,238.0,0.0,14.4635553,0.0,0.0,14.4584465,0.0,1902.0,238.0,0.0,24481.0,0.0,0.0,0.0,654,DDR5_6400AN,1e-05
0.0,445.0,0.0,999568.0,8800105.0,0.0,0.0,0.0,0.0,327286.156,145642339.0,18.5703449,32.9994736,0.98453331,163323107.0,507798352.0,0.0,445.0,347138800.0,0.0115644075,984489.0,101768.0,7084.0,8382.0,7051.0,57.7036667,0.0,984108.0,18.5592213,8376.0,33.0,6.0,290398851.0,381.0,0.0,0.0,18693180.0,327280.906,145640007.0,.,0.0,0.899999976,163320549.0,163323509.0,0.0,445.0,0.0,0.000336359633,378.0,2960.0,42.0,0.0,0.0,18.559267,0.0,0.0,18.5589314,0.0,42.0,0.0,0.0,378.0,0.0,0.0,0.0,644,DDR5_6400AN,1e-05
0.0,72935.0,0.0,927078.0,9276771.0,0.0,0.0,0.0,0.0,1960.86975,143016033.0,17.3316116,32.9992599,0.943435013,142617149.0,498935739.0,0.0,72935.0,362218659.0,0.0142053738,943402.0,131780.0,22214.0,34349.0,18228.0,53.7833405,0.0,878780.0,15.3735771,30037.0,3986.0,4312.0,306126590.0,64622.0,0.0,0.0,20899306.0,1947.58142,142046853.0,.,0.0,0.922421813,141770787.0,141886491.0,0.0,72935.0,0.0,0.0124724433,67263.0,115704.0,5644.0,13.0,0.0,15.2948151,0.0,0.0,15.282342,0.0,5644.0,13.0,0.0,67263.0,0.0,0.0,0.0,619,DDR5_6400AN,1e-05
0.0,0.0,0.0,1000095.0,8726327.0,0.0,0.0,0.0,0.0,.,0.0,22.6347313,32.999527,0.996587217,0.0,342074158.0,0.0,0.0,350315727.0,0.0121933315,996649.0,106403.0,2790.0,623.0,2790.0,39.2002449,0.0,996649.0,0.0,623.0,0.0,0.0,287964671.0,0.0,0.0,0.0,15476911.0,.,0.0,.,0.0,.,0.0,700.0,0.0,0.0,0.0,8.02170252,0.0,700.0,0.0,0.0,0.0,8.02170252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,657,DDR5_6400AN,0.0001
0.0,75295.0,0.0,924807.0,9911762.0,0.0,0.0,0.0,0.0,2050.27197,154375224.0,15931.1738,32.9816513,0.304988623,152685409.0,529467126.0,0.0,75295.0,349535236364.0,0.0196490791,284128.0,194757.0,77101.0,570373.0,69876.0,53.4180641,0.0,241096.0,15.4044666,545358.0,7225.0,25015.0,326906278.0,43032.0,0.0,0.0,21940332.0,1982.92834,149304587.0,.,0.0,0.726773918,148231279.0,148360281.0,0.0,75295.0,0.0,0.0130150421,54705.0,129002.0,11950.0,8616.0,0.0,14.9681044,0.0,0.0,14.9550886,0.0,11950.0,8616.0,0.0,54705.0,0.0,0.0,0.0,cc_web,DDR5_6400AN,0.0001
0.0,111238.0,0.0,888848.0,10685512.0,0.0,0.0,0.0,0.0,1488.25085,165550041.0,12105.7383,32.9877052,0.463313818,162663872.0,563154768.0,0.0,111238.0,303020780565.0,0.0192154571,436746.0,205327.0,92894.0,413017.0,82452.0,52.7026443,0.0,379345.0,15.2228432,369640.0,10442.0,43377.0,352490534.0,57401.0,0.0,0.0,25031169.0,1440.91052,160283999.0,.,0.0,0.552405596,157586789.0,157735318.0,0.0,111238.0,0.0,0.013900036,61438.0,148529.0,17430.0,32351.0,0.0,14.7616053,0.0,0.0,14.7477055,0.0,17430.0,32351.0,0.0,61438.0,0.0,0.0,0.0,cc_twi,DDR5_6400AN,0.0001
0.0,107651.0,0.0,892449.0,10679447.0,0.0,0.0,0.0,0.0,1540.12622,165796127.0,4176.40039,32.9782028,0.590128899,164689254.0,565209597.0,0.0,107651.0,96419947205.0,0.0181913916,579791.0,194274.0,94314.0,308377.0,86986.0,52.9249878,0.0,493994.0,15.4211397,293866.0,7328.0,14511.0,352188970.0,85797.0,0.0,0.0,23086854.0,1489.8031,160378794.0,.,0.0,0.822561026,159395857.0,159542176.0,0.0,107651.0,0.0,0.01370099,88538.0,146319.0,11333.0,7766.0,0.0,14.9391794,0.0,0.0,14.925478,0.0,11333.0,7766.0,0.0,88538.0,0.0,0.0,0.0,cc_road,DDR5_6400AN,0.0001
0.0,158658.0,0.0,841435.0,10716149.0,0.0,0.0,0.0,0.0,1056.26831,167585425.0,5773.25635,32.986866,0.352560043,163982353.0,563032258.0,0.0,158658.0,140136115483.0,0.0205964856,343360.0,220715.0,92785.0,537760.0,72099.0,52.5405388,0.0,252983.0,15.3023586,490177.0,20686.0,47583.0,353492173.0,90377.0,0.0,0.0,24273325.0,993.361633,157604772.0,.,0.0,0.709245741,155158971.0,155316121.0,0.0,158658.0,0.0,0.0146647831,112519.0,157150.0,16401.0,29726.0,0.0,14.4936514,0.0,0.0,14.4789867,0.0,16401.0,29726.0,0.0,112519.0,0.0,0.0,0.0,pr_road,DDR5_6400AN,0.0001
