total_num_other_requests,total_num_write_requests,total_wait_cycles,total_num_read_requests,memory_system_cycles,total_rfm_cycles_rank1,total_rfm_cycles_rank0,total_rfm_cycles_rank1_1,total_rfm_cycles_rank0_1,avg_write_latency_0,write_depart_latency_0,avg_read_latency_0,read_queue_len_avg_0,row_hit_rate_0,write_queue_len_0,queue_len_0,num_other_reqs_0,num_write_reqs_0,read_latency_0,priority_queue_len_avg_0,row_hits_0,priority_queue_len_0,row_misses_0,row_conflicts_0,read_row_misses_0,queue_len_avg_0,read_row_conflicts_core_0,read_row_hits_0,write_queue_len_avg_0,read_row_conflicts_0,write_row_misses_0,write_row_conflicts_0,read_queue_len_0,write_row_hits_0,read_row_hits_core_0,read_row_misses_core_0,num_read_reqs_0,avg_write_latency_0_1,write_depart_latency_0_1,avg_read_latency_0_1,read_queue_len_avg_0_1,row_hit_rate_0_1,write_queue_len_0_1,queue_len_0_1,num_other_reqs_0_1,num_write_reqs_0_1,read_latency_0_1,priority_queue_len_avg_0_1,row_hits_0_1,priority_queue_len_0_1,row_misses_0_1,row_conflicts_0_1,read_row_misses_0_1,queue_len_avg_0_1,read_row_conflicts_core_0_1,read_row_hits_0_1,write_queue_len_avg_0_1,read_row_conflicts_0_1,write_row_misses_0_1,write_row_conflicts_0_1,read_queue_len_0_1,write_row_hits_0_1,read_row_hits_core_0_1,read_row_misses_core_0_1,num_read_reqs_0_1,trace
0.0,0.0,0.0,100000.0,3492339.0,0.0,0.0,0.0,0.0,.,0.0,13.4569912,32.9998703,0.98867625,0.0,123091200.0,0.0,0.0,123977952.0,0.0135301873,98835.0,47252.0,1132.0,0.0,1132.0,35.2460632,0.0,98835.0,0.0,0.0,0.0,0.0,115246738.0,0.0,0.0,0.0,9212903.0,.,0.0,.,0.0,.,0.0,280.0,0.0,0.0,0.0,8.01754941,0.0,280.0,0.0,0.0,0.0,8.01754941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RW10_0
0.0,0.0,0.0,100000.0,1964728.0,0.0,0.0,0.0,0.0,.,0.0,13.829072,32.9997711,0.990166783,0.0,71058105.0,0.0,0.0,71071395.0,0.0125798583,98984.0,24716.0,983.0,0.0,983.0,36.166893,0.0,98984.0,0.0,0.0,0.0,0.0,64835575.0,0.0,0.0,0.0,5139274.0,.,0.0,.,0.0,.,0.0,157.0,0.0,0.0,0.0,7.99092813,0.0,157.0,0.0,0.0,0.0,7.99092813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RW10_0
0.0,100000.0,0.0,0.0,3647908.0,0.0,0.0,0.0,0.0,1153.13794,115313801.0,.,0.0,0.987866223,115266018.0,115390016.0,0.0,100000.0,0.0,0.033991538,98756.0,123998.0,1213.0,0.0,0.0,31.6318321,0.0,0.0,31.5978413,0.0,1213.0,0.0,0.0,98756.0,0.0,0.0,0.0,1152.38196,115238198.0,.,0.0,0.987866104,115192243.0,115315994.0,0.0,100000.0,0.0,0.0339238271,98755.0,123751.0,1213.0,0.0,0.0,31.6115398,0.0,0.0,31.5776157,0.0,1213.0,0.0,0.0,98755.0,0.0,0.0,0.0,RW0_10
0.0,100000.0,0.0,0.0,2855914.0,0.0,0.0,0.0,0.0,910.592651,91059265.0,.,0.0,0.989166558,91035453.0,91116804.0,0.0,100000.0,0.0,0.0284851007,98885.0,81351.0,1083.0,0.0,0.0,31.9046021,0.0,0.0,31.8761196,0.0,1083.0,0.0,0.0,98885.0,0.0,0.0,0.0,913.905579,91390558.0,.,0.0,0.989156544,91365125.0,91446267.0,0.0,100000.0,0.0,0.0284119193,98884.0,81142.0,1084.0,0.0,0.0,32.0199623,0.0,0.0,31.9915543,0.0,1084.0,0.0,0.0,98884.0,0.0,0.0,0.0,RW0_10
